prod_name,brand_name,marked_price,discounted_price,rating,rating_count,size,product_link,img_link
Airdopes 163 M TWS Earbuds,boAt,2490,1099,4.2,3.9,Onesize,https://www.myntra.com/headphones/boat/boat-airdopes-black-163-m-with-asap-charge-in-the-ear-bluetooth-headset/19597724/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19597724/2022/9/16/9798bf0b-dfa3-4bef-966d-ec2d7a39cd5b1663321896091-boAt-Airdopes-Black-163-M-with-ASAP-Charge-In-the-Ear-Blueto-1.jpg"
Hair Serum With Walnut Oil,Streax,299,269,4.5,75,80-100 ML,https://www.myntra.com/hair-serum/streax/streax-hair-serum-vitalised-with-walnut-oil-100-ml/16548100/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16548100/2022/11/2/3de7ff0c-d17c-4b46-9661-b18c1ecb2a701667386307237-Streax-Hair-Serum-Vitalised-with-Walnut-Oil-100-ml-555166738-1.jpg"
BHH880/10 Straightening Brush,Philips,3995,2476,4.4,11.1,Onesize,https://www.myntra.com/hair-appliance/philips/philips-bhh88010-heated-straightening-brush-with-thermoprotect-technology---black/10244851/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10244851/2021/2/10/32c4b366-a522-4d98-91f0-46d413de66031612945921510-Philips-Women-Heated-Straightening-Brush-with-Thermo-Protect-1.jpg"
Unisex Duke Sneakers,Puma,3999,1879,4.3,19,UK7,https://www.myntra.com/casual-shoes/puma/puma-unisex-white-duke-sneakers/16530968/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16530968/2022/3/16/e145cfd8-bc3a-43b1-86da-ba948284600b1647405987726-Puma-Unisex-White-Duke-Sneakers-4711647405987421-1.jpg"
Women Yoke Design Kurta Set,KALINI,3699,887,4.1,10.3,L,https://www.myntra.com/kurta-sets/kalini/kalini-women-beige-floral-yoke-design-straight-kurta-with-trousers--with-dupatta/18652620/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18652620/2022/8/26/4d5f7043-a460-42e5-b67a-b04d9c0bc7041661503606623-KALINI-Women-Beige-Floral-Yoke-Design-Kurta-with-Trousers--W-1.jpg"
Men Slim Fit Jeans,Roadster,1699,764,3.6,19.6,30,https://www.myntra.com/jeans/roadster/roadster-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/7139482/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7139482/2022/4/21/6ad74122-26a4-44b4-a461-e5ec6431efd01650541011059RoadsterMenBlackSlimFitMid-RiseCleanLookStretchableJeans1.jpg"
Women Printed Kurta with Palazzos With Dupatta,Libas,3999,1599,4.2,3,M,https://www.myntra.com/kurta-sets/libas/libas-women-pink-floral-printed-panelled-pure-cotton-kurta-with-palazzos--with-dupatta/16857646/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16857646/2022/10/10/f43df07a-f139-45ac-8f30-18933311c9631665400410184LibasWomenPinkFloralPrintedPanelledPureCottonKurtawithPalazz1.jpg"
Women Floral Embroidered Georgette Kurta,HERE&NOW,1998,659,4.5,2.6,S,https://www.myntra.com/kurtas/herenow/herenow-women-chikankari-embroidered-thread-work-georgette-anarkali-kurta/19231474/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19231474/2022/7/23/cbc61e73-8d7e-415a-9ade-bc4b9daab57d1658563077615Kurtas1.jpg"
Women Kurta Set With Dupatta,Khushal K,5099,1427,4.4,10.2,L,https://www.myntra.com/kurta-sets/khushal-k/khushal-k-women-black-ethnic-motifs-printed-kurta-with-palazzos--with-dupatta/17048614/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17048614/2022/2/4/b0eb9426-adf2-4802-a6b3-5dbacbc5f2511643971561167KhushalKWomenBlackEthnicMotifsAngrakhaBeadsandStonesKurtawit7.jpg"
ColorFit Icon Buzz Smart Watch,NOISE,4999,1799,4.2,6.4,Onesize,https://www.myntra.com/smart-watches/noise/noise-black-colorfit-icon-buzz-bluetooth-calling-smart-watch-with-voice-assistance/16934964/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16934964/2022/1/25/3a498e2e-7250-4e5e-aa33-1876b6d813741643102245729SmartWatches1.jpg"
